安仁县,1988
安宁市,2537
澳门,3301
安丘市,1653
阿合奇县,3126
安新县,0585
安庆市,1303
阿尔山市,0719
安顺市,2405
安陆市,1866
安溪县,1419
安图县,0925
安远县,1548
阿拉善盟,0716
安龙县,2419
安泽县,0684
阿克苏地区,3109
安康市,2714
阿勒泰地区,3118
安吉县,1240
安国市,0527
阿拉尔市,5395
安平县,0565
鞍山市,0803
阿里地区,2611
阿坝藏族羌族自治州,2395
安阳市,1716
白沙黎族自治县,2228
白银市,2807
博兴县,1650
毕节市,2414
保山市,2510
霸州市,0523
北海市,2103
波密县,2610
北京市,0101
宝鸡市,2702
保康县,1852
白沟镇,0559
巴里坤哈萨克自治县,5456
蚌埠市,1305
巴中市,2333
百色市,2112
保德县,0656
璧山县,0407
北屯市,3136
博乐市,3117
巴马瑶族自治县,2120
宝兴县,2363
博尔塔拉蒙古自治州,3116
亳州市,1312
北川羌族自治县,2351
滨州市,1618
宝应县,1132
保定市,0512
白洋淀,0541
巴楚县,5468
博湖县,5448
八宿县,2614
布尔津县,3123
拜城县,5458
博野县,5352
包头市,0702
巴音郭楞蒙古自治州,3131
巴东县,1878
北戴河区,0508
博爱县,1786
宝丰县,1756
滨海县,1165
博鳌,2220
白山市,0918
泊头市,0550
柏乡县,5343
白城市,0920
巴彦淖尔市,0710
本溪市,0805
保亭黎族苗族自治县,2214
曹妃甸区,0539
昌邑市,3502
澄江县,2541
常熟市,1117
长治市,0617
赤水市,2420
长乐市,1420
滁州市,1318
常州市,1103
崇礼县,0552
池州市,1320
苍山县,1698
长垣县,1767
磁县,5341
巢湖市,1308
承德市,0502
曹县,1699
长沙市,1901
朝阳市,0816
赤峰市,0707
辰溪县,2000
长春市,0901
昌吉回族自治州,3115
成武县,3508
澄迈县,2224
茌平县,1667
常德市,1910
成都市,2301
长葛市,1800
长兴县,1298
郴州市,1907
长岛县,1633
长兴岛,0829
成安县,5339
长治县,0672
茶陵县,1979
慈溪市,1231
重庆市,0401
昌乐县,1668
长泰县,1457
赤壁市,1821
长子县,0670
沧州市,0516
长汀县,1424
长白山池西,0909
崇义县,1529
长阳土家族自治县,1805
崇左市,2130
承德县,5327
昌都地区,2606
苍南县,1283
城步苗族自治县,1956
常山县,1279
城口县,0431
赤城县,5319
潮州市,2016
长寿区,0418
长白山池南,0912
昌黎县,0536
楚雄彝族自治州,2518
长白山池北,0907
东兴市,2127
大同市,0602
大丰市,1150
迭部县,2814
大悟县,1883
东宁县,1034
大新县,2132
德兴市,1522
东台市,1136
东阿县,1682
迪庆藏族自治州,2560
大足区,0408
德宏傣族景颇族自治州,2516
大冶市,1819
定安县,2215
定远县,1353
德清县,1242
德州市,1612
垫江县,0405
稻城县,2330
东海县,1148
东阳市,1243
当阳市,1850
儋州市,2216
邓州市,1734
大厂回族自治县,0591
洞头县,1289
定陶县,3507
当涂县,1342
大名县,0598
定襄县,0657
德钦县,2519
丹江口市,1816
丹东市,0806
丹阳市,1129
大宁县,0687
德令哈市,3004
东港区,0825
砀山县,1335
敦煌市,2803
大田县,1458
定边县,2747
东方市,2218
东平县,1670
代县,0643
德保县,2121
洞口县,1961
定兴县,5310
东山县,1418
大邑县,2372
郸城县,5388
大兴安岭地区,1028
大石桥市,0822
东光县,5329
东莞市,2007
定西市,2821
大理白族自治州,2505
大余县,1528
丹巴县,2358
登封市,1719
大连市,0801
大庆市,1004
德阳市,2312
敦化市,0917
东营市,1607
东川区,2581
德化县,1433
都匀市,2408
达州市,2340
东明县,1647
定南县,1530
大城县,5336
德惠市,0923
定州市,0556
二连浩特市,0731
恩施土家族苗族自治州,1811
鄂州市,1818
恩平市,2050
鄂尔多斯市,0705
额尔古纳市,0726
额济纳旗,0729
峨眉山市,2310
丰宁坝上,0507
福安市,1449
方城县,1773
府谷县,2745
奉化市,1215
阜新市,0823
汾西县,0691
富宁县,2549
封丘县,5398
富蕴县,3137
阜南县,1360
扶沟县,5402
扶余县,0916
凤山县,2115
凤凰县,1915
繁昌县,1327
丰宁满族自治县,0525
富平县,2742
富阳市,1248
浮山县,0685
福清市,1422
汾阳市,0628
福州市,1402
阜平县,0564
佛山市,2005
凤阳县,1348
丰城市,1532
肥乡县,5332
富民县,2579
涪陵区,0404
奉节县,0427
范县,1795
防城港市,2113
繁峙县,0644
丰县,1167
阜宁县,1175
费县,3511
肥城市,1645
凤城市,0824
福海县,3141
富源县,2573
方山县,0698
抚顺市,0804
阜康市,3135
阜城县,0570
丰都县,0403
抚州市,1515
阜阳市,1307
福鼎市,1412
法库县,0826
广饶县,1641
共和县,3009
灌云县,1174
恭城瑶族自治县,2131
固镇县,1361
固始县,1761
赣州市,1516
桂阳县,1989
高雄,3402
高平市,0626
光泽县,1468
广宗县,5355
古交市,0633
古县,0683
谷城县,1858
高安市,1537
甘南藏族自治州,2812
格尔木市,3003
巩义市,1743
盖州市,0832
广德县,1324
贵溪市,1541
高邑县,5316
赣榆县,1169
光山县,1741
灌南县,1173
甘孜藏族自治州,2392
高密市,1644
广南县,2578
贵港市,2111
馆陶县,5337
赣县,1539
桂平市,2128
果洛藏族自治州,3018
广水市,1841
古丈县,5422
高碑店市,0528
高唐县,1692
公安县,1863
冠县,1695
广平县,5338
瓜州县,2815
固原市,2905
高淳县,1162
广汉市,2365
根河市,0725
公主岭市,0926
贵德县,3006
桂林市,2101
贵阳市,2401
高邮市,1144
沽源县,0599
个旧市,2554
故城县,0594
高青县,3517
固安县,0572
广州市,2001
广安市,2313
广元市,2320
高阳县,0538
藁城市,0542
古田县,1462
含山县,1344
珲春市,0911
汉川市,1827
哈巴河县,5410
会泽县,2570
黄南藏族自治州,3010
呼图壁县,3120
哈尔滨市,1001
滑县,1752
海螺沟,2328
海东市,3016
红原县,2360
河间市,0560
河曲县,0655
鹤峰县,1876
红河哈尼族彝族自治州,2517
淮北市,1322
获嘉县,1766
黄石市,1814
鹤岗市,1009
海城市,0812
怀化市,1921
霍州市,0625
贺兰县,2909
桓台县,3516
和顺县,0660
海林市,1017
花莲,3416
霍山县,1338
惠安县,1427
海门市,1152
菏泽市,1616
呼和浩特市,0701
衡阳市,1918
潢川县,1759
和县,1343
湖州市,1239
海伦市,1029
华容县,1943
葫芦岛市,0820
怀仁县,0627
惠民县,1678
杭锦后旗,0721
横店影视城,1288
海阳市,1651
河口瑶族自治县,2552
黄山市,1302
洪江市,5418
衡山县,1935
辉县市,1765
和龙市,0931
洪泽县,1166
淮安市,1123
海南藏族自治州,3015
黄龙溪古镇,2384
洪洞县,0634
合作市,2820
海口市,2202
淮阳县,1736
黑水县,2393
惠州市,2010
鹤壁市,1712
壶关县,0647
海安县,1139
韩城市,2706
和硕县,5450
和静县,5449
海晏县,3008
河津市,0662
黑河市,1014
贺州市,2107
怀来县,0510
宏村景区,1340
黄果树风景区,2434
杭州市,1201
呼伦贝尔市,0712
侯马市,0636
洪湖市,1833
河池市,2119
黄梅县,1848
湟中县,3007
汉中市,2707
霍尔果斯,5443
辉南县,0938
海兴县,5330
合阳县,2738
合川区,0409
怀远县,1316
花垣县,5420
鹤山市,2029
华山,2710
会同县,5412
合肥市,1301
黄冈市,1830
黄骅市,0555
海北藏族自治州,3012
衡水市,0514
哈密地区,3113
浑源县,0623
霍城县,5442
会昌县,1552
海宁市,1234
海盐县,1241
横山县,2746
淮南市,1306
海西蒙古族藏族自治州,3014
和林格尔县,0715
邯郸市,0515
互助土族自治县,3017
怀安县,5437
和田地区,3121
河源市,2026
建水县,2546
九台市,0924
嘉鱼县,1835
将乐县,1431
靖州苗族侗族自治县,5416
吉首市,1927
莒县,3512
晋江市,1413
揭阳市,2006
冀州市,0574
句容市,1143
鸡泽县,5335
晋宁县,2562
稷山县,0666
介休市,0620
嘉祥县,3506
郏县,5399
江津区,0415
江川县,2575
九寨沟县,2311
荆州市,1802
界首市,1363
井冈山市,1511
旌德县,1356
姜堰市,1141
靖边县,2715
江油市,2329
基隆,3406
金门,3419
荆门市,1810
济宁市,1619
吉林市,0902
嘉峪关市,2802
集安市,0933
金昌市,2810
蛟河市,0927
吉县,0635
泾县,1349
金乡县,1673
江门市,2021
晋城市,0609
简阳市,2352
绛县,0665
济阳县,1664
金湖县,1160
建宁县,1459
监利县,1868
交城县,0693
鸡西市,1015
莒南,1671
吉安市,1503
吉木萨尔县,5446
缙云县,1267
焦作市,1710
建德市,1271
即墨市,1625
建阳市,1451
济源市,1709
金华市,1204
江阴市,1113
嘉义,3413
九江市,1502
晋中市,0607
九华山,1309
建始县,1869
井陉县,5331
建瓯市,1446
吉木乃县,3124
胶南市,1632
江山市,1262
金坛市,1130
绩溪县,1350
佳县,2743
胶州市,1631
鄄城县,3504
镜泊湖,1031
巨鹿县,5349
晋州市,0562
靖江市,1137
江陵县,1861
嘉兴市,1209
锦州市,0810
加格达奇,1018
济南市,1602
佳木斯市,1012
交口县,0700
建湖县,1177
京山县,1860
景县,0577
酒泉市,2806
巨野县,1696
静乐县,0654
嘉善县,1277
景德镇市,1507
景宁畲族自治县,1299
奎屯市,3112
昆山市,1127
开封市,1703
昆明市,2501
喀什地区,3111
开平市,2048
库尔勒市,3104
宽城满族自治县,0546
康定新都桥,2361
凯里市,2404
垦利县,1642
喀纳斯,3110
康乐县,2818
康定县,2336
克孜勒苏柯尔克孜自治州,3132
岢岚县,0658
克拉玛依市,3102
开原市,0834
库车县,5460
开远市,2559
开化县,1286
开县,0424
康保县,5368
利津县,1681
醴陵市,1981
老河口市,1857
岚县,0697
黎平县,2429
郎溪县,1351
洛川县,2736
滦南县,5320
陵川县,0641
陵水黎族自治县,2207
来安县,5406
罗源县,1461
浏阳市,1919
辽阳市,0818
连江县,1430
兰溪市,1214
来宾市,2118
龙山县,5424
鹿邑县,1789
临夏回族自治州,2819
洛阳市,1702
临高县,2227
临漳县,5334
临清市,1677
龙胜各族自治县,2125
陵县,3513
乐清市,1259
莱芜市,1634
泸定县,2337
漯河市,1717
灵寿县,5315
罗平县,2543
龙游县,1280
娄底市,1928
轮台县,3138
栾川县,1726
柳林县,0640
滦县,0588
溧阳市,1122
莱阳市,1637
泸州市,2314
临沭县,1691
临汾市,0603
卢氏县,5396
灵宝市,1711
龙虎山,1533
拉萨市,2601
泸西县,2528
鹿泉市,0554
陆良县,2542
乐陵市,1685
廊坊市,0511
阆中市,2317
理县,2370
临湘市,1942
连城县,1415
罗田县,1838
吕梁市,0619
龙岩市,1409
临西县,5346
临沂市,1611
龙泉市,1260
陇南市,2817
栾城县,0596
丽水市,1230
龙井市,0930
洛宁县,1739
利川市,1839
连云港市,1110
临邑县,1693
溧水县,1163
泸沽湖,2524
禄劝彝族苗族自治县,2566
罗山县,1760
临海市,1226
临颍县,1792
临县,0695
鲁山县,1735
荔波县,2411
隆尧县,0597
六安市,1319
临泉县,1364
兰州市,2801
莱西市,1626
耒阳市,1922
洛南县,2763
梁山县,1694
聊城市,1622
临沧市,2511
柳河县,0936
乐东黎族自治县,2219
灵石县,0615
临安市,1213
林州市,1728
辽源市,0913
黎城县,0677
蠡县,5369
凉山彝族自治州,2341
六盘水市,2412
涞水县,0530
冷水江市,1925
龙南县,1554
涟源市,1967
龙海市,1417
隆化县,5353
临城县,5345
乐亭县,0543
隆回县,1957
灵武市,2906
乐平市,1535
临江市,0937
乐山市,2303
潞城市,0674
梁平县,0430
临朐县,3503
龙口市,1640
滦平县,5326
涟水县,1158
临猗县,0669
林芝地区,2603
莱州市,1652
丽江市,2503
涞源县,0509
柳州市,2105
梅河口市,0929
茂名市,2009
蒙阴县,1697
孟州市,1746
蒙自市,2553
漠河县,1016
孟村回族自治县,5366
闽清县,1460
满城县,0576
茂县,2359
马龙县,2568
麻城市,1837
泌阳县,1797
芒市,2521
民权县,1784
牡丹江市,1002
闽侯县,1444
玛纳斯县,5445
绵阳市,2302
麻江县,2417
弥勒县,2545
木垒哈萨克自治县,3125
马鞍山市,1311
满洲里市,0709
米脂县,2711
明溪县,1469
麦盖提县,5467
麻阳苗族自治县,5413
孟津县,1745
明光市,1341
汨罗市,1933
密山市,1013
渑池县,1763
马祖,3420
芒康县,2613
眉山市,2304
马尔康县,2334
梅州市,2028
苗栗,3409
南通市,1107
南宁市,2102
南皮县,5318
南宫市,5342
南平市,1411
宁阳县,1674
宁晋县,5313
宁都县,1550
宁德市,1414
宁津县,1687
南浔区,1297
那曲地区,2609
内乡县,1775
南和县,5350
宁乡县,1936
南投,3411
宁城县,0717
南戴河,0504
南康市,1526
南川区,0411
南充市,2309
宁武县,0653
农安县,0934
宁海县,1252
宁陵县,1785
南昌市,1501
尼勒克县,3144
怒江傈僳族自治州,2527
南阳市,1707
南靖县,1439
宁化县,1448
南城县,1531
内丘县,5347
南漳县,1853
南乐县,1793
南安市,1441
南召县,1772
楠溪江,1261
内江市,2319
内黄县,1799
南京市,1101
南陵县,1346
宁波市,1202
宁国市,1323
莆田市,1406
浦江县,1274
平山县,0551
普者黑景区,2582
邳州市,1149
蒲江县,2375
磐安县,1291
屏南县,1421
平原县,1666
磐石市,0915
蒲城县,2740
蒲县,0690
普洱市,2529
鄱阳县,1546
濮阳市,1706
平度市,1643
平阳县,1287
屏边苗族自治县,2558
平泉县,5312
平安县,3011
浦城县,1467
萍乡市,1512
蓬莱市,1613
屏东,3404
沛县,1178
平邑县,1638
澎湖,3418
平遥县,0608
彭水苗族土家族自治县,0416
盘锦市,0809
平潭县,1438
攀枝花市,2321
平湖市,1268
平陆县,0646
凭祥市,2133
平阴县,3514
彭州市,2381
平凉市,2809
平和县,1456
偏关县,0652
平顶山市,1705
普宁市,2042
平江县,1940
平舆县,5377
平顺县,0676
平乡县,5348
且末县,5454
清流县,1455
巧家县,2577
黔南布依族苗族自治州,2430
邱县,5384
七仙岭,2222
祁连县,3013
奇台县,3134
泉州市,1403
庆元县,5434
淇县,5380
青海湖,3002
迁安市,0526
确山县,5378
蕲春县,1872
曲阜市,1610
齐河县,1676
黔东南苗族侗族自治州,2432
沁县,0671
钦州市,2109
青田县,1223
黔江区,0417
潜江市,1829
沁阳市,1757
秦皇岛市,0503
潜山县,1336
黔西南布依族苗族自治州,2431
沁源县,0679
迁西县,0571
青龙满族自治县,0582
青岛市,1601
曲周县,0581
丘北县,2567
琼中黎族苗族自治县,2223
綦江区,0414
青州市,1639
全南县,1540
乾安县,0935
清苑县,5308
清河县,0579
齐齐哈尔市,1005
祁门县,1359
衢州市,1235
栖霞市,1654
祁县,0637
庆云县,1679
启东市,1125
七台河市,1025
千岛湖风景区,1233
清丰县,1794
曲沃县,0680
曲阳县,0586
青河县,3142
庆阳市,2813
青县,0595
清远市,2027
曲靖市,2522
琼海市,2206
清徐县,0659
全椒县,1352
日照市,1615
日喀则地区,2604
若尔盖县,2354
瑞丽市,2520
荣昌县,0412
容城县,5311
汝阳县,1782
如东县,1128
仁寿县,2362
瑞安市,1237
汝州市,1727
荣成市,1636
如皋市,1146
乳山市,1661
任丘市,0517
瑞金市,1521
若羌县,5452
任县,5344
饶阳县,5324
芮城县,0645
仁怀市,2407
汝南县,5383
绥化市,1010
松原市,0910
商丘市,1721
石城县,1551
上蔡县,5382
石柱土家族自治县,0423
鄯善县,3119
上犹县,1544
绥中县,0833
遂昌县,1272
尚志市,1008
顺昌县,1454
室韦,0727
深圳市,2003
歙县,1354
神池县,0650
松阳县,1300
顺平县,5367
寿阳县,0642
上杭县,1426
深州市,5325
石家庄市,0501
沭阳县,1168
遂宁市,2315
神农架,1813
嵩明县,2555
神木县,2727
涉县,0584
蜀南竹海,2353
绥滨县,1024
深泽县,5379
射阳县,1176
尚义县,0592
师宗县,2569
三河市,0533
绥宁县,1962
宿迁市,1131
双辽市,0932
邵武市,1423
嵊州市,1236
沙洋县,1867
绍兴市,1205
什邡市,2331
松溪县,1450
朔州市,0618
三亚市,2201
商城县,1762
山阴县,0649
睢宁县,1151
三门县,1258
石林彝族自治县,2557
石嘴山市,2902
单县,1700
邵东县,1954
嵩县,1748
汕尾市,2040
双廊古镇,2574
韶关市,2030
邵阳县,1960
商河县,3515
肃宁县,0549
汕头市,2002
随州市,1823
上虞市,1246
沙县,1425
沈阳市,0802
绥德县,2748
松潘县,2316
遂平县,1770
山南地区,2607
双鸭山市,1020
石屏县,2548
泗水县,1662
松滋市,1862
沈丘县,5387
舒城县,1334
韶山市,1916
宿州市,1314
石河子市,3107
射洪县,2338
三明市,1410
泗县,1366
泗阳县,1138
双峰县,1968
泗洪县,1157
商洛市,2712
商水县,5403
寿光市,1620
陕县,5392
四平市,0919
水富县,2544
沙河市,0578
上饶市,1508
寿宁县,1464
莎车县,5472
社旗县,1777
石楼县,0696
上海市,0201
三清山,1523
十堰市,1807
睢县,1771
三沙市,2229
沙湾县,3140
苏州市,1102
石狮市,1405
邵阳市,1924
绥芬河市,1006
双流县,2374
三门峡市,1708
同里,1121
泰安市,1614
太谷县,0639
桐庐县,1247
泰宁县,1429
台北,3401
铁岭市,0813
天水市,2805
太仓市,1120
天堂寨镇,1362
桃园,3407
太原市,0601
台南,3414
通化市,0903
铜仁市,2413
滕州市,1665
桐城市,1325
太康县,5386
托克逊县,5477
天台县,1227
通山县,1842
台东,3417
天柱山景区,1313
屯昌县,2226
台山市,2037
台州市,1224
通道侗族自治县,5417
屯留县,0675
图木舒克市,5478
铜川市,2713
潼南县,0428
通辽市,0706
汤阴县,5438
团风县,1871
天长市,1333
泰兴市,1124
唐河县,1778
台前县,1796
台中,3403
太和县,1357
唐山市,0506
通海县,2576
吐鲁番地区,3108
唐县,0547
腾冲县,2512
天津市,0301
泰州市,1115
图们市,0921
天门市,1840
郯城县,1684
铜梁县,0413
桐柏县,1780
铜陵市,1315
泰顺县,1284
塔什库尔干塔吉克自治县,3114
塔城地区,3128
桐乡市,1263
特克斯县,3143
五家渠市,3129
文登市,1629
吴江区,1114
威海市,1605
吴桥县,5381
武义县,1264
武夷山市,1404
涡阳县,1337
吴忠市,2903
五指山市,2213
梧州市,2108
芜湖县,1345
吴起县,2718
乌兰察布市,0713
武穴市,1836
舞钢市,1754
潍坊市,1603
魏县,5340
温县,1788
万州区,0402
汶川县,2322
五台山,0604
维西傈僳族自治县,2536
威县,5333
乌苏市,3139
乌海市,0714
武汉市,1801
温州市,1203
无锡市,1105
文安县,0575
卫辉市,1798
万全县,5328
温岭市,1238
舞阳县,1733
乌鲁木齐市,3101
汶上县,1686
乌兰浩特市,0718
武邑县,5322
文水县,0692
万盛区,0421
文山壮族苗族自治州,2513
武城县,3509
温宿县,5459
五莲县,1646
五常市,1030
武乡县,0678
武威市,2808
万宁市,2203
望都县,5351
五河县,1358
武安市,0532
武冈市,1955
武当山,1831
巫溪县,0426
微山县,1680
卧龙景区,2323
武功山风景区,1536
无极县,0580
文昌市,2212
乌镇,1293
武平县,1432
渭南市,2708
闻喜县,0621
涠洲岛,2129
文成县,5375
无棣县,1669
万荣县,0668
武陟县,1787
巫山县,0425
五寨县,0651
五大连池市,1026
温江区,2373
围场满族蒙古族自治县,5374
芜湖市,1304
武隆县,0406
无为县,1347
武强县,5323
武定县,2583
瓦房店市,0828
五峰土家族自治县,1851
婺源县,1520
湘西土家族苗族自治州,1937
湘阴县,1944
西华县,5401
新邵县,1958
雄县,0587
隰县,0688
新郑市,1723
西安市,2701
辛集市,0561
襄阳市,1834
响水县,1164
新泰市,1675
西宁市,3001
宣化县,0545
襄垣县,0673
仙居县,1250
新和县,5457
襄汾县,0682
行唐县,5314
夏津县,1649
新河县,5409
新密市,1724
西平县,5376
仙游县,1452
新昌县,1251
献县,0600
夏邑县,1783
新竹,3408
咸阳市,2703
信丰县,1542
夏县,0667
淅川县,1776
新沂市,1134
宣威市,2572
新安县,1749
新蔡县,5391
秀山土家族苗族自治县,0420
新绛县,0663
新乐市,0566
厦门市,1401
小金县,2369
西塘古镇,1270
孝昌县,1882
新县,5385
象山县,1253
锡林浩特市,0704
襄城县,5390
新野县,1779
兴义市,2403
徐州市,1106
兴化市,1154
忻州市,0606
息县,1758
邢台市,0505
霞浦县,1435
乡宁县,0686
兴县,0694
兴山县,1880
许昌市,1713
寻乌县,1549
香格里拉县,2506
香河县,0557
盱眙县,1156
兴城市,0807
项城市,1755
新晃侗族自治县,5414
徐水县,0558
西双版纳傣族自治州,2507
锡林郭勒盟,0733
浠水县,1855
西递,1332
新源县,5444
莘县,1683
新余市,1514
夏河县,2822
寻甸回族彝族自治县,2580
湘潭市,1906
香港,3201
宣城市,1328
湘乡市,1983
西江苗寨,2427
兴安县,2124
兴安盟,0732
荥阳市,1722
溆浦县,5411
孝义市,0629
新平彝族傣族自治县,2590
新宁县,1959
信阳市,1720
孝感市,1822
昔阳县,0638
新乡市,1704
仙桃市,1815
西昌市,2318
西峡县,1774
咸宁市,1820
宣恩县,1877
兴平市,2721
浚县,1769
新化县,1966
宜良县,2538
永城市,1730
宜阳县,1747
翼城县,0681
于都县,1538
益阳市,1920
义乌市,1207
英山县,1849
伊犁哈萨克自治州,3103
沅陵县,1999
远安县,1859
雅安市,2306
玉溪市,2523
郓城县,1659
颍上县,1355
余姚市,1275
元氏县,0593
炎陵县,1980
宜昌市,1803
永济市,0616
易县,5309
玉山县,1524
玉田县,0590
余干县,1534
永年县,0568
阳江市,2020
营口市,0815
扬中市,1112
沂源县,1657
雁荡山,1266
蔚县,0553
永清县,0567
仪征市,1119
延吉市,0904
永安市,1428
永川区,0410
亚布力,1003
永康市,1206
杨凌区,2704
阳信县,1688
宜宾市,2308
永顺县,5423
焉耆回族自治县,5451
扬州市,1104
叶城县,5466
牙克石市,0730
元江哈尼族彝族傣族自治县,2591
延津县,5397
鹰潭市,1517
永泰县,1453
应县,0648
野三坡,0535
阳城县,0613
延安市,2705
盐城市,1116
宜州市,2123
沂南县,1658
伊川县,1750
尤溪县,1445
宜川县,2749
宜都市,1846
阳朔县,2106
阳谷县,1690
永定县,1437
永修县,1527
玉树藏族自治州,3005
永州市,1923
云霄县,1442
鱼台县,3505
宜城市,1854
岳阳市,1904
宜春市,1509
虞城县,1790
原平市,0631
云阳县,0422
宜章县,1991
阳泉市,0611
烟台市,1604
义马市,1764
永善县,2565
运城市,0605
云梦县,1879
宜兴市,1109
延边朝鲜族自治州,0905
伊宁市,3106
伊吾县,5455
黟县,1339
垣曲县,0664
禹州市,1729
玉林市,2104
酉阳土家族苗族自治县,0419
云台山,1791
攸县,1978
永兴县,1990
应城市,1832
玉泉山,0537
偃师市,1732
银川市,2901
永嘉县,1276
永春县,1440
宜兰,3415
原阳县,1768
榆树市,0922
阳原县,5436
榆林市,2709
玉环县,1208
鄢陵县,1751
禹城市,1689
玉门市,2823
沂水县,1660
叶县,5400
兖州市,1655
云和县,1228
盐山县,0548
伊春市,1019
右玉县,0624
云林,3412
元阳县,2547
云浮市,2041
阳新县,1870
永和县,0689
漳浦县,1434
赵县,0569
镇平县,1781
正定县,0519
枣阳市,1865
芷江侗族自治县,5415
张掖市,2804
枣庄市,1608
驻马店市,1718
招远市,1656
肇庆市,2013
资阳市,2382
赞皇县,5317
自贡市,2305
张北县,0573
柘城县,1753
章丘市,1627
淄博市,1606
舟山市,1245
沾化县,3510
郑州市,1701
诏安县,1443
邹城市,1672
漳平市,1436
忠县,0429
钟祥市,1826
沾益县,2571
张家界市,1903
政和县,1466
扎鲁特旗,0723
遵化市,0540
株洲市,1902
湛江市,2014
涿州市,0518
邹平县,1663
遵义市,2402
肇东市,1027
周宁县,1465
中宁县,2907
左权县,0622
资源县,2126
中山市,2011
漳州市,1408
中江县,2390
中卫市,2904
樟树市,1545
昭通市,2530
资兴市,5430
枝江市,1874
张家口市,0513
柘荣县,1463
周口市,1714
枣强县,5321
子洲县,2744
正阳县,5393
彰化,3410
扎兰屯市,0728
涿鹿县,0531
中牟县,1744
诸城市,1648
张家港市,1111
镇远县,2415
查济,1331
镇江市,1108
秭归县,1856
庄河市,0831
周庄,1126
昭苏县,5441
珠海市,2004
诸暨市,1212
中方县,1998
